"Diabetes, urogenital, blood, and endocrine diseases",,,,,,,,,,
Location,FIPS,"Mortality Rate, 1980*","Mortality Rate, 1985*","Mortality Rate, 1990*","Mortality Rate, 1995*","Mortality Rate, 2000*","Mortality Rate, 2005*","Mortality Rate, 2010*","Mortality Rate, 2014*","% Change in Mortality Rate, 1980-2014"
"Tom Green County, Texas",48451,"43.91 (41.45, 46.51)","47.24 (44.66, 49.74)","51.77 (49.42, 54.23)","57.21 (54.60, 59.81)","65.93 (63.03, 69.10)","68.76 (65.60, 72.01)","66.64 (63.39, 69.84)","68.00 (64.50, 71.34)","54.86 (43.06, 67.52)"
"Travis County, Texas",48453,"44.05 (41.84, 46.19)","46.69 (44.62, 48.72)","46.77 (44.94, 48.77)","51.16 (49.10, 53.35)","51.07 (49.11, 53.06)","51.09 (48.99, 53.24)","48.69 (46.77, 50.59)","42.95 (41.09, 44.87)","-2.49 (-7.96, 3.36)"
"Trinity County, Texas",48455,"53.35 (49.37, 57.69)","54.37 (50.76, 58.24)","56.15 (52.85, 59.65)","63.79 (60.34, 67.41)","70.07 (66.35, 74.21)","71.72 (67.47, 75.78)","68.67 (64.38, 72.96)","72.92 (68.11, 77.95)","36.67 (22.63, 53.74)"
"Tyler County, Texas",48457,"52.27 (48.30, 56.07)","53.75 (50.28, 57.46)","55.48 (52.29, 58.65)","61.83 (58.53, 65.11)","67.43 (64.00, 71.27)","70.58 (66.67, 74.45)","65.64 (61.37, 69.97)","66.68 (62.30, 71.26)","27.56 (14.90, 42.44)"
"Upshur County, Texas",48459,"50.20 (46.90, 53.60)","51.05 (48.13, 53.89)","52.10 (49.27, 55.00)","57.62 (54.69, 60.93)","64.67 (61.37, 68.37)","62.98 (59.48, 66.42)","59.13 (55.88, 62.58)","59.38 (55.98, 63.20)","18.30 (8.10, 30.09)"
"Upton County, Texas",48461,"47.97 (42.90, 53.45)","49.68 (45.22, 55.06)","53.81 (49.22, 58.73)","61.43 (56.15, 67.22)","70.92 (64.83, 77.94)","72.72 (66.17, 79.81)","71.08 (64.37, 78.49)","71.54 (63.84, 79.39)","49.15 (30.73, 72.04)"
"Uvalde County, Texas",48463,"63.55 (59.35, 68.22)","65.00 (61.05, 68.82)","67.43 (63.79, 70.97)","75.44 (71.45, 79.23)","84.32 (80.20, 88.71)","85.61 (81.35, 90.53)","80.17 (75.81, 84.79)","80.56 (75.71, 85.60)","26.76 (14.49, 39.39)"
"Val Verde County, Texas",48465,"75.30 (70.29, 80.83)","74.13 (69.49, 78.66)","76.56 (72.36, 80.91)","82.60 (78.43, 86.89)","85.18 (81.08, 89.35)","83.16 (79.09, 87.58)","74.76 (71.06, 78.74)","70.35 (66.43, 74.44)","-6.58 (-14.83, 3.80)"
"Van Zandt County, Texas",48467,"43.09 (40.14, 46.00)","44.87 (42.40, 47.56)","47.14 (44.50, 49.79)","52.56 (49.95, 55.20)","57.85 (54.96, 60.84)","57.50 (54.75, 60.33)","57.81 (54.93, 60.86)","55.52 (52.15, 58.81)","28.85 (17.08, 42.82)"
"Victoria County, Texas",48469,"47.68 (44.65, 50.71)","49.53 (46.88, 52.22)","53.69 (50.89, 56.73)","59.78 (57.00, 62.99)","68.13 (65.12, 71.33)","73.60 (70.23, 77.04)","69.51 (65.91, 73.15)","72.99 (69.26, 76.85)","53.09 (40.37, 67.12)"
"Walker County, Texas",48471,"44.04 (41.05, 47.28)","46.50 (43.84, 49.40)","51.00 (48.21, 53.96)","56.61 (53.74, 59.56)","65.60 (62.43, 68.79)","67.32 (64.03, 70.92)","66.30 (62.72, 69.88)","69.22 (65.01, 73.32)","57.16 (43.47, 73.06)"
"Waller County, Texas",48473,"61.98 (57.76, 66.67)","59.02 (55.43, 62.72)","59.49 (56.10, 63.07)","61.41 (58.31, 64.89)","62.80 (59.53, 66.26)","64.37 (61.14, 67.83)","56.86 (53.59, 60.45)","56.41 (52.83, 60.25)","-8.98 (-18.26, 0.74)"
"Ward County, Texas",48475,"39.75 (36.75, 43.14)","42.45 (39.48, 45.86)","46.90 (44.01, 50.12)","54.06 (50.56, 57.81)","62.79 (58.73, 67.13)","65.75 (61.17, 70.54)","63.13 (58.35, 68.18)","64.50 (59.00, 70.09)","62.26 (43.63, 83.28)"
"Washington County, Texas",48477,"46.86 (43.75, 50.08)","46.02 (43.05, 48.90)","47.85 (45.38, 50.66)","51.65 (48.96, 54.58)","55.43 (52.50, 58.46)","56.46 (53.34, 59.57)","51.24 (48.20, 54.38)","51.25 (47.95, 54.79)","9.36 (-0.87, 20.50)"
"Webb County, Texas",48479,"72.44 (68.50, 76.48)","71.34 (67.85, 75.09)","77.06 (73.47, 80.85)","79.02 (75.48, 82.67)","88.67 (84.97, 92.40)","84.47 (80.94, 88.09)","82.12 (78.56, 85.78)","77.79 (74.32, 81.21)","7.39 (-0.43, 15.26)"
"Wharton County, Texas",48481,"59.58 (55.86, 63.58)","62.87 (59.48, 66.54)","68.84 (65.30, 72.46)","75.66 (72.00, 79.50)","84.55 (80.64, 88.88)","89.63 (85.38, 94.05)","86.67 (82.37, 91.31)","87.41 (82.56, 92.28)","46.71 (34.36, 61.65)"
"Wheeler County, Texas",48483,"40.55 (37.40, 44.00)","44.70 (41.57, 47.95)","50.90 (47.55, 54.33)","61.71 (58.16, 65.98)","74.14 (69.23, 79.39)","83.97 (77.87, 90.03)","81.58 (75.23, 88.25)","87.04 (79.62, 94.79)","114.67 (91.49, 140.56)"
"Wichita County, Texas",48485,"46.58 (44.02, 49.31)","49.21 (46.82, 51.64)","53.05 (50.64, 55.69)","61.48 (58.71, 64.22)","70.44 (67.58, 73.37)","77.85 (74.51, 81.27)","72.10 (68.97, 75.47)","70.07 (66.89, 73.42)","50.42 (39.87, 61.77)"
"Wilbarger County, Texas",48487,"42.49 (39.36, 45.94)","45.80 (42.86, 48.83)","51.37 (48.27, 54.34)","59.76 (56.45, 63.28)","70.11 (66.10, 74.30)","78.59 (73.73, 83.35)","77.35 (72.39, 82.51)","81.97 (76.20, 87.61)","92.90 (73.51, 114.74)"
"Willacy County, Texas",48489,"67.89 (62.25, 73.65)","72.43 (67.63, 77.64)","78.42 (73.78, 83.38)","89.67 (84.73, 94.48)","102.05 (96.35, 107.82)","106.03 (99.69, 112.36)","100.51 (94.17, 107.15)","107.03 (100.46, 115.12)","57.65 (40.37, 78.08)"
"Williamson County, Texas",48491,"40.57 (37.80, 43.25)","39.06 (36.83, 41.28)","39.58 (37.54, 41.66)","41.88 (39.82, 43.95)","44.99 (42.72, 47.20)","44.86 (42.83, 47.08)","41.77 (39.85, 43.84)","40.91 (38.95, 43.20)","0.84 (-7.54, 9.66)"
"Wilson County, Texas",48493,"45.17 (41.71, 48.95)","45.71 (42.71, 49.01)","48.09 (45.27, 50.95)","52.22 (49.25, 55.32)","59.03 (56.07, 62.22)","61.00 (57.54, 64.18)","55.20 (52.14, 58.40)","55.97 (52.42, 59.72)","23.93 (10.82, 37.66)"
"Winkler County, Texas",48495,"39.93 (36.19, 43.67)","43.15 (39.87, 46.74)","48.19 (44.78, 52.19)","56.24 (52.36, 60.44)","65.79 (60.84, 70.92)","70.81 (64.66, 76.35)","70.08 (63.66, 76.99)","72.85 (65.93, 80.14)","82.44 (58.90, 108.04)"
"Wise County, Texas",48497,"40.39 (37.65, 43.52)","42.76 (39.99, 45.54)","46.50 (43.82, 49.29)","53.24 (50.34, 56.11)","60.20 (57.11, 63.33)","63.32 (59.88, 66.83)","58.88 (55.60, 62.58)","62.37 (58.68, 66.64)","54.43 (40.20, 70.67)"
"Wood County, Texas",48499,"44.99 (42.00, 48.10)","45.71 (43.20, 48.39)","47.75 (45.32, 50.32)","52.82 (50.17, 55.63)","57.15 (54.48, 60.04)","60.64 (57.55, 63.72)","57.13 (54.16, 60.25)","58.51 (55.12, 61.93)","30.05 (18.75, 43.41)"
"Yoakum County, Texas",48501,"43.10 (38.76, 47.48)","47.52 (43.52, 51.59)","54.45 (50.11, 58.53)","65.72 (61.29, 70.48)","81.24 (75.73, 87.37)","89.22 (82.82, 95.85)","90.57 (83.35, 98.36)","93.22 (84.61, 102.08)","116.30 (88.89, 147.71)"
"Young County, Texas",48503,"52.60 (48.89, 56.45)","54.00 (50.79, 57.45)","55.33 (52.10, 58.62)","59.55 (56.23, 62.94)","63.89 (60.78, 67.69)","63.83 (60.46, 67.57)","59.33 (55.69, 63.20)","59.77 (55.96, 64.16)","13.63 (2.97, 26.08)"
"Zapata County, Texas",48505,"49.08 (44.42, 54.23)","49.91 (45.88, 54.41)","52.92 (49.43, 56.67)","58.37 (54.40, 62.36)","65.93 (61.55, 70.37)","70.49 (65.86, 75.44)","67.40 (62.49, 72.23)","70.44 (64.56, 76.61)","43.53 (24.71, 65.87)"
"Zavala County, Texas",48507,"71.81 (65.91, 77.97)","73.65 (68.57, 79.04)","75.58 (70.80, 80.54)","81.55 (76.64, 86.83)","90.42 (84.97, 96.10)","87.91 (82.29, 94.06)","82.49 (76.80, 89.02)","84.42 (77.72, 91.22)","17.56 (4.54, 32.76)"
Utah,49,"41.90 (40.34, 43.49)","43.35 (41.95, 44.76)","46.79 (45.39, 48.25)","52.50 (51.07, 54.07)","58.90 (57.22, 60.65)","60.10 (58.38, 62.01)","58.42 (56.62, 60.03)","60.18 (58.35, 62.03)","43.61 (38.51, 49.19)"
"Beaver County, Utah",49001,"38.76 (35.05, 42.51)","41.10 (37.59, 44.90)","43.94 (40.49, 47.51)","50.16 (46.22, 53.84)","58.17 (53.69, 62.50)","65.86 (60.36, 71.39)","59.87 (54.28, 65.33)","61.10 (55.08, 67.26)","57.65 (39.35, 80.00)"
"Box Elder County, Utah",49003,"44.29 (41.22, 47.53)","45.78 (43.06, 48.69)","47.30 (44.76, 50.30)","53.86 (50.93, 56.68)","61.80 (58.64, 65.03)","64.17 (60.80, 67.76)","61.56 (58.19, 65.23)","63.05 (59.64, 67.45)","42.35 (29.55, 56.93)"
"Cache County, Utah",49005,"35.16 (32.85, 37.70)","36.83 (34.61, 39.11)","39.59 (37.57, 41.90)","44.18 (41.99, 46.63)","50.48 (48.05, 53.16)","53.79 (50.99, 56.62)","52.64 (49.85, 55.57)","53.05 (50.02, 56.24)","50.88 (38.27, 64.56)"
"Carbon County, Utah",49007,"45.37 (42.12, 48.81)","46.89 (43.86, 50.22)","49.55 (46.58, 52.47)","56.68 (53.32, 59.92)","62.46 (59.11, 66.13)","65.28 (61.50, 69.00)","64.50 (60.36, 68.62)","66.93 (62.58, 71.79)","47.53 (32.93, 64.23)"
"Daggett County, Utah",49009,"33.34 (28.72, 38.66)","35.24 (30.53, 40.31)","35.73 (31.15, 40.62)","41.15 (35.56, 47.45)","48.58 (41.69, 55.60)","42.96 (36.77, 48.88)","37.27 (31.77, 43.23)","41.92 (35.22, 49.64)","25.75 (5.45, 47.91)"
"Davis County, Utah",49011,"40.60 (38.19, 43.24)","41.99 (39.88, 44.42)","44.19 (41.98, 46.44)","50.66 (48.14, 53.28)","55.34 (52.99, 58.05)","56.38 (53.84, 59.10)","53.91 (51.51, 56.44)","56.39 (53.76, 59.18)","38.89 (28.88, 49.78)"
"Duchesne County, Utah",49013,"53.44 (49.17, 58.18)","55.29 (51.13, 59.51)","58.89 (55.17, 62.62)","66.42 (62.23, 70.62)","73.91 (69.73, 78.50)","75.60 (71.18, 80.98)","71.50 (66.52, 76.59)","71.87 (66.24, 77.33)","34.50 (19.67, 51.09)"
"Emery County, Utah",49015,"44.16 (40.29, 48.13)","45.91 (42.46, 49.51)","49.12 (45.67, 52.55)","55.20 (51.73, 59.10)","63.39 (58.99, 67.91)","66.42 (61.65, 70.97)","59.85 (55.41, 64.44)","61.71 (56.52, 66.74)","39.74 (24.37, 57.34)"
"Garfield County, Utah",49017,"46.33 (42.03, 51.07)","49.16 (45.03, 53.75)","53.11 (48.82, 57.92)","60.51 (55.80, 65.42)","69.19 (64.02, 74.88)","71.36 (65.98, 77.14)","71.25 (65.63, 77.51)","72.57 (66.25, 79.35)","56.64 (37.29, 79.21)"
"Grand County, Utah",49019,"42.62 (38.84, 46.71)","43.69 (40.28, 47.65)","45.79 (42.41, 49.45)","48.40 (44.98, 52.18)","52.45 (48.45, 56.99)","52.39 (48.39, 57.00)","48.90 (44.90, 53.38)","47.95 (43.55, 52.85)","12.52 (-0.22, 28.10)"
"Iron County, Utah",49021,"37.75 (34.59, 41.19)","39.52 (36.61, 42.61)","42.33 (39.63, 45.42)","47.79 (45.03, 50.73)","53.81 (50.70, 57.04)","56.27 (53.09, 59.55)","54.33 (51.12, 57.77)","55.60 (51.93, 59.37)","47.26 (31.87, 65.46)"
"Juab County, Utah",49023,"48.44 (44.14, 53.29)","51.63 (47.57, 55.93)","56.62 (52.65, 60.94)","65.20 (61.07, 69.68)","74.72 (69.71, 80.10)","79.88 (74.15, 85.91)","77.69 (71.91, 83.97)","80.88 (74.29, 88.10)","66.95 (47.26, 88.60)"
"Kane County, Utah",49025,"36.28 (32.78, 39.96)","38.14 (34.69, 41.36)","40.68 (37.40, 43.82)","45.51 (42.13, 49.04)","50.94 (47.31, 54.80)","53.88 (49.91, 58.50)","52.04 (48.00, 56.60)","55.93 (50.97, 61.48)","54.16 (35.75, 75.70)"
"Millard County, Utah",49027,"43.07 (39.36, 46.63)","43.98 (40.66, 47.34)","47.41 (44.33, 50.81)","54.59 (51.10, 58.07)","62.76 (59.13, 66.57)","69.39 (65.28, 74.13)","67.01 (62.28, 71.57)","70.29 (64.95, 75.93)","63.19 (46.13, 84.31)"
"Morgan County, Utah",49029,"43.95 (39.48, 48.78)","44.70 (40.68, 49.34)","46.21 (42.37, 50.62)","50.70 (46.76, 55.08)","56.04 (51.52, 61.13)","55.24 (50.57, 60.05)","51.24 (46.65, 56.34)","50.25 (45.35, 55.55)","14.34 (-0.80, 30.96)"
"Piute County, Utah",49031,"44.76 (39.77, 50.24)","45.89 (41.14, 51.36)","48.28 (43.55, 53.58)","56.33 (50.72, 62.00)","67.54 (60.66, 74.76)","70.92 (63.07, 79.18)","66.48 (57.99, 75.02)","70.93 (61.69, 80.65)","58.45 (33.93, 87.62)"
"Rich County, Utah",49033,"38.05 (33.94, 42.42)","38.30 (34.54, 42.43)","39.76 (35.82, 43.93)","45.68 (41.02, 50.35)","50.92 (45.52, 56.61)","51.87 (46.53, 57.57)","48.23 (42.56, 53.81)","50.22 (43.99, 56.61)","31.99 (14.81, 51.36)"
"Salt Lake County, Utah",49035,"42.44 (40.53, 44.38)","43.01 (41.14, 44.95)","47.84 (45.94, 49.94)","53.41 (51.50, 55.44)","59.99 (57.71, 62.16)","59.86 (57.73, 62.14)","58.60 (56.32, 60.82)","60.52 (58.39, 62.95)","42.62 (35.17, 50.47)"
"San Juan County, Utah",49037,"50.73 (47.09, 54.76)","53.78 (49.95, 57.63)","58.15 (54.52, 62.00)","61.18 (57.52, 65.02)","66.37 (62.36, 70.65)","61.97 (58.11, 65.93)","56.90 (53.16, 61.11)","55.90 (52.04, 60.15)","10.19 (-0.06, 21.51)"
"Sanpete County, Utah",49039,"47.08 (43.62, 50.64)","48.75 (45.47, 52.14)","52.02 (48.96, 55.39)","58.57 (55.23, 62.07)","67.29 (63.69, 71.30)","69.57 (65.68, 73.41)","65.82 (61.83, 70.20)","67.39 (62.79, 71.94)","43.15 (27.85, 60.69)"
"Sevier County, Utah",49041,"43.58 (40.23, 47.22)","46.93 (43.86, 50.35)","52.13 (49.11, 55.23)","59.10 (55.97, 62.84)","69.28 (65.79, 73.08)","74.81 (70.63, 79.09)","74.97 (70.60, 79.33)","77.61 (72.86, 82.60)","78.09 (60.72, 97.88)"
"Summit County, Utah",49043,"34.54 (31.72, 37.74)","33.93 (31.28, 36.73)","33.42 (30.91, 35.91)","35.65 (33.05, 38.26)","38.55 (35.77, 41.56)","39.49 (36.70, 42.49)","36.36 (33.44, 39.45)","35.23 (32.41, 38.32)","2.01 (-8.69, 14.04)"
"Tooele County, Utah",49045,"50.03 (46.65, 53.78)","54.34 (51.02, 57.93)","59.25 (56.10, 62.80)","66.52 (63.22, 70.25)","72.32 (68.87, 75.99)","75.29 (71.44, 79.06)","74.05 (70.04, 78.29)","75.72 (71.40, 80.05)","51.34 (38.67, 66.66)"
"Uintah County, Utah",49047,"55.34 (51.35, 59.56)","57.27 (53.68, 61.15)","60.98 (57.50, 64.66)","67.38 (63.57, 71.18)","72.98 (69.27, 76.74)","73.50 (69.45, 77.95)","70.60 (66.50, 74.74)","71.49 (66.77, 76.48)","29.18 (16.94, 42.69)"
"Utah County, Utah",49049,"42.12 (39.93, 44.28)","43.42 (41.20, 45.81)","46.56 (44.32, 48.69)","53.63 (51.55, 56.07)","61.59 (59.09, 64.31)","64.03 (61.55, 66.88)","63.53 (60.89, 66.26)","64.44 (61.34, 67.41)","52.97 (43.50, 63.00)"
"Wasatch County, Utah",49051,"53.16 (48.62, 58.45)","52.33 (48.07, 56.58)","52.47 (48.81, 56.19)","56.04 (52.01, 60.06)","59.38 (55.51, 63.39)","63.43 (58.87, 67.97)","54.05 (50.02, 58.08)","53.72 (48.99, 58.15)","1.07 (-10.89, 14.52)"
"Washington County, Utah",49053,"32.60 (30.21, 34.95)","33.82 (31.57, 35.89)","35.81 (33.95, 37.77)","38.16 (36.34, 40.19)","41.45 (39.51, 43.44)","44.76 (42.59, 46.99)","43.30 (41.25, 45.63)","44.04 (41.76, 46.44)","35.09 (24.28, 48.27)"
"Wayne County, Utah",49055,"41.16 (36.81, 46.04)","43.15 (39.10, 47.65)","45.29 (41.07, 49.66)","51.13 (46.57, 55.95)","56.52 (51.29, 62.10)","60.30 (54.47, 66.08)","59.26 (53.17, 65.61)","60.25 (53.49, 67.57)","46.36 (26.95, 68.49)"
"Weber County, Utah",49057,"40.03 (37.95, 42.34)","44.28 (42.20, 46.48)","46.87 (44.83, 48.98)","54.92 (52.49, 57.34)","63.65 (60.93, 66.45)","67.33 (64.36, 70.26)","65.80 (62.86, 68.61)","71.43 (68.08, 74.85)","78.44 (66.93, 90.70)"
Vermont,50,"44.40 (42.68, 46.13)","44.40 (42.98, 45.84)","45.18 (43.78, 46.61)","49.17 (47.70, 50.68)","52.24 (50.75, 53.71)","52.30 (50.81, 53.89)","49.02 (47.52, 50.56)","48.58 (46.89, 50.16)","9.42 (4.43, 14.63)"
"Addison County, Vermont",50001,"46.67 (43.40, 50.12)","47.49 (44.21, 50.58)","47.39 (44.56, 50.46)","52.33 (49.35, 55.25)","55.48 (52.43, 58.52)","55.18 (52.09, 58.20)","53.93 (50.68, 57.12)","53.60 (49.94, 57.33)","14.84 (4.05, 27.46)"
"Bennington County, Vermont",50003,"38.26 (35.71, 41.03)","38.80 (36.48, 41.26)","40.14 (37.76, 42.56)","44.61 (41.98, 47.40)","47.42 (44.83, 50.19)","48.11 (45.48, 51.06)","44.76 (42.09, 47.52)","46.27 (43.33, 49.28)","20.94 (10.39, 32.08)"
"Caledonia County, Vermont",50005,"45.64 (42.46, 48.91)","45.82 (42.91, 48.85)","45.68 (42.99, 48.32)","49.85 (47.11, 52.82)","53.85 (50.64, 57.07)","53.57 (50.37, 56.99)","50.59 (47.26, 54.03)","49.13 (45.78, 52.63)","7.66 (-2.58, 18.55)"
"Chittenden County, Vermont",50007,"41.96 (39.38, 44.56)","40.52 (38.11, 42.82)","40.77 (38.52, 43.02)","44.56 (42.21, 46.96)","46.86 (44.73, 49.24)","45.17 (43.05, 47.33)","42.25 (40.19, 44.49)","41.38 (39.18, 43.73)","-1.37 (-8.65, 7.34)"
"Essex County, Vermont",50009,"44.73 (40.13, 49.44)","44.40 (40.22, 48.83)","44.41 (40.38, 48.43)","47.54 (43.57, 51.77)","48.93 (44.87, 52.93)","49.30 (44.88, 53.71)","45.42 (41.11, 49.82)","44.68 (40.09, 49.54)","-0.11 (-12.46, 14.69)"
"Franklin County, Vermont",50011,"54.61 (50.86, 58.75)","55.23 (51.80, 58.79)","57.27 (53.87, 60.69)","61.97 (58.71, 65.47)","65.19 (61.87, 68.49)","64.84 (61.50, 68.27)","61.13 (57.81, 64.79)","61.07 (57.34, 64.89)","11.85 (1.87, 22.93)"
"Grand Isle County, Vermont",50013,"48.71 (43.17, 55.19)","48.83 (43.65, 54.55)","48.53 (43.67, 53.69)","52.55 (47.74, 58.15)","55.73 (50.53, 61.16)","53.41 (47.96, 58.65)","52.38 (46.33, 58.16)","50.93 (44.67, 57.14)","4.55 (-11.55, 23.11)"
"Lamoille County, Vermont",50015,"46.98 (43.27, 50.81)","49.21 (45.79, 52.64)","50.68 (47.66, 53.99)","56.62 (53.29, 60.16)","60.83 (57.21, 64.57)","61.70 (57.72, 65.56)","58.38 (54.43, 62.41)","59.76 (55.49, 64.27)","27.21 (13.94, 43.05)"
"Orange County, Vermont",50017,"44.10 (40.73, 47.77)","43.19 (40.19, 46.43)","43.75 (41.04, 46.55)","46.73 (43.98, 49.87)","48.77 (45.92, 51.72)","49.45 (46.32, 52.70)","45.27 (41.94, 48.51)","44.61 (41.10, 48.03)","1.16 (-9.82, 12.76)"
"Orleans County, Vermont",50019,"41.21 (37.98, 44.40)","42.74 (39.71, 45.92)","42.91 (40.09, 45.96)","45.93 (43.15, 48.93)","48.95 (45.81, 52.21)","49.91 (46.75, 53.18)","46.55 (43.37, 49.87)","47.34 (43.87, 51.00)","14.88 (3.13, 27.59)"
"Rutland County, Vermont",50021,"43.17 (40.17, 46.13)","45.06 (42.12, 47.72)","47.47 (45.01, 50.15)","51.68 (49.21, 54.40)","57.52 (54.86, 60.33)","59.90 (57.00, 62.87)","58.82 (55.81, 62.00)","58.61 (55.38, 61.82)","35.78 (23.99, 49.40)"
"Washington County, Vermont",50023,"47.45 (44.46, 50.47)","46.34 (43.53, 49.30)","45.21 (42.75, 47.74)","47.70 (45.07, 50.33)","49.93 (47.27, 52.59)","48.12 (45.55, 50.81)","43.53 (40.95, 46.07)","41.79 (39.13, 44.45)","-11.92 (-19.22, -3.60)"
"Windham County, Vermont",50025,"43.91 (40.62, 47.23)","43.72 (40.93, 46.71)","45.16 (42.48, 48.04)","49.86 (46.99, 52.36)","54.12 (51.25, 56.97)","54.63 (51.58, 57.65)","50.21 (47.37, 53.05)","50.16 (47.30, 53.21)","14.22 (4.30, 26.26)"
"Windsor County, Vermont",50027,"43.79 (41.06, 46.86)","43.56 (41.07, 46.16)","45.09 (42.69, 47.93)","49.43 (46.87, 52.01)","50.77 (48.10, 53.33)","53.74 (51.06, 56.77)","48.61 (45.77, 51.32)","48.20 (45.34, 51.10)","10.07 (1.21, 19.84)"
Virginia,51,"47.66 (46.20, 49.16)","48.27 (47.12, 49.50)","49.95 (48.78, 51.10)","55.48 (54.15, 56.83)","60.91 (59.50, 62.35)","61.58 (60.11, 63.19)","58.17 (56.71, 59.62)","57.93 (56.27, 59.53)","21.54 (16.97, 25.82)"
"Accomack County, Virginia",51001,"56.92 (53.13, 60.77)","57.09 (53.85, 60.33)","59.27 (56.17, 62.62)","64.95 (61.39, 68.54)","69.33 (65.80, 72.89)","72.29 (68.74, 75.99)","67.61 (63.77, 71.50)","69.63 (65.41, 73.76)","22.33 (11.66, 33.91)"
"Albemarle County, Virginia",51003,"42.54 (39.91, 45.20)","40.93 (38.66, 43.25)","41.48 (39.28, 43.72)","45.86 (43.57, 48.27)","47.90 (45.59, 50.23)","47.88 (45.42, 50.43)","43.77 (41.59, 45.82)","42.35 (40.10, 44.79)","-0.45 (-8.35, 8.03)"
"Alexandria City, Virginia",51510,"45.97 (43.28, 49.03)","44.82 (42.34, 47.26)","45.82 (43.52, 48.07)","50.17 (47.82, 52.63)","54.71 (52.09, 57.25)","52.62 (50.17, 55.28)","48.89 (46.36, 51.60)","47.25 (44.68, 49.83)","2.77 (-5.01, 11.77)"
"Alleghany County, Virginia",51005,"50.74 (46.70, 54.92)","54.06 (50.00, 58.09)","58.80 (55.19, 62.43)","65.28 (61.47, 69.29)","73.92 (69.88, 78.16)","79.03 (74.61, 83.37)","76.07 (71.53, 80.93)","77.78 (72.85, 83.20)","53.29 (38.60, 70.64)"
"Amelia County, Virginia",51007,"61.10 (55.96, 66.46)","61.76 (57.20, 66.78)","63.38 (58.90, 67.70)","69.92 (65.16, 74.65)","75.77 (70.92, 80.78)","77.27 (72.32, 82.81)","71.22 (66.22, 76.35)","71.49 (65.98, 77.13)","16.99 (4.77, 32.19)"
"Amherst County, Virginia",51009,"41.93 (38.76, 45.41)","43.77 (40.82, 46.70)","46.70 (44.06, 49.51)","52.67 (49.82, 55.41)","59.24 (56.07, 62.75)","62.38 (58.94, 66.13)","61.16 (57.59, 65.02)","62.87 (58.90, 67.01)","49.94 (35.25, 65.53)"
"Appomattox County, Virginia",51011,"41.83 (38.40, 45.45)","42.98 (39.90, 46.49)","45.53 (42.59, 48.64)","49.72 (46.66, 53.06)","54.17 (50.72, 58.17)","55.43 (51.74, 59.27)","52.01 (48.33, 56.00)","50.99 (46.75, 55.33)","21.90 (8.43, 37.47)"
"Arlington County, Virginia",51013,"35.07 (32.92, 37.22)","36.62 (34.68, 38.68)","37.25 (35.57, 39.06)","40.80 (38.88, 42.85)","45.31 (43.19, 47.35)","45.70 (43.40, 47.84)","40.69 (38.68, 42.84)","39.39 (37.30, 41.54)","12.32 (3.11, 21.11)"
"Augusta County, Virginia",51015,"37.24 (34.95, 39.80)","37.51 (35.44, 39.73)","39.66 (37.60, 42.04)","44.36 (42.28, 46.55)","51.07 (48.59, 53.68)","54.86 (52.27, 57.47)","52.58 (50.12, 55.11)","54.65 (51.97, 57.46)","46.78 (34.72, 59.08)"
"Bath County, Virginia",51017,"46.92 (42.24, 51.70)","48.57 (44.26, 53.07)","50.87 (47.03, 55.36)","57.04 (52.88, 61.56)","65.24 (60.46, 70.29)","68.37 (63.13, 74.09)","64.48 (59.18, 69.95)","65.87 (60.01, 72.38)","40.39 (23.28, 60.78)"
"Bedford County, Virginia",51019,"41.67 (38.83, 44.53)","42.02 (39.54, 44.77)","43.06 (40.66, 45.64)","46.73 (44.11, 49.23)","49.58 (46.96, 52.41)","52.36 (49.48, 54.98)","50.89 (48.08, 53.76)","48.36 (45.31, 51.29)","16.06 (6.16, 26.87)"
"Bland County, Virginia",51021,"45.50 (41.64, 49.95)","51.01 (47.15, 55.41)","57.09 (52.99, 61.54)","66.51 (62.14, 71.13)","79.72 (74.48, 85.05)","86.53 (80.77, 92.57)","85.09 (78.46, 91.45)","90.48 (82.97, 98.36)","98.87 (75.68, 124.88)"
"Botetourt County, Virginia",51023,"41.72 (38.47, 45.12)","43.35 (40.32, 46.77)","45.83 (42.95, 48.95)","50.20 (47.35, 53.14)","55.84 (52.69, 59.21)","58.45 (55.33, 61.96)","55.98 (52.95, 59.49)","55.72 (52.36, 59.37)","33.55 (19.94, 48.76)"
"Bristol City, Virginia",51520,"42.44 (38.76, 46.39)","46.66 (43.21, 50.64)","50.74 (47.39, 54.32)","58.63 (55.10, 62.34)","67.60 (63.80, 71.63)","73.59 (69.16, 78.28)","74.21 (69.33, 78.86)","78.96 (73.34, 84.61)","86.02 (64.80, 110.61)"
"Brunswick County, Virginia",51025,"72.45 (67.14, 78.21)","69.86 (65.02, 74.79)","70.34 (66.11, 74.77)","73.67 (69.42, 78.01)","76.47 (72.26, 80.84)","76.03 (71.31, 80.61)","69.69 (65.01, 74.31)","66.28 (61.27, 70.71)","-8.52 (-17.61, 1.34)"
"Buchanan County, Virginia",51027,"46.91 (43.14, 51.22)","51.43 (47.74, 55.24)","56.76 (53.22, 60.41)","69.24 (65.07, 73.13)","79.35 (75.28, 83.86)","83.66 (79.07, 88.28)","80.24 (75.51, 85.07)","82.78 (77.45, 88.27)","76.47 (57.38, 96.36)"
